age,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,subscribed
52,blue-collar,married,secondary,2237,yes,no,cellular,550,14,65,8,unknown,yes
45,blue-collar,married,secondary,-4366,yes,no,cellular,867,21,22,3,success,yes
29,management,single,primary,-8886,no,no,cellular,297,33,289,3,failure,no
75,entrepreneur,married,secondary,2152,no,no,cellular,568,41,191,0,unknown,yes
61,student,single,tertiary,-1409,no,no,cellular,60,45,319,0,success,yes
24,student,single,tertiary,2335,no,no,unknown,0,1,132,14,success,yes
33,retired,single,primary,3953,yes,yes,unknown,38,6,136,11,unknown,no
52,technician,married,secondary,-915,yes,no,cellular,181,14,245,10,unknown,no
24,housemaid,married,secondary,3633,yes,no,cellular,413,28,37,8,unknown,yes
31,unemployed,divorced,tertiary,4129,yes,no,cellular,443,25,237,12,unknown,yes
76,management,married,tertiary,2770,yes,no,telephone,319,39,82,16,unknown,yes
79,housemaid,single,primary,5409,yes,no,cellular,258,23,168,17,unknown,no
91,entrepreneur,single,tertiary,-1338,yes,no,cellular,65,43,315,12,unknown,no
83,unemployed,married,secondary,-2675,yes,yes,cellular,16,39,262,1,success,yes
39,housemaid,married,secondary,-3523,no,no,unknown,134,17,189,3,unknown,no
33,unemployed,married,primary,1610,no,yes,unknown,73,31,116,9,unknown,no
92,admin,single,primary,2750,yes,no,unknown,24,28,25,17,unknown,no
60,management,married,primary,3322,no,no,unknown,110,7,77,13,unknown,no
37,admin,divorced,secondary,1256,yes,no,cellular,134,18,294,15,unknown,no
27,unemployed,married,secondary,2368,yes,no,unknown,267,16,157,18,unknown,no
36,student,married,secondary,2411,no,no,unknown,297,6,73,1,unknown,no
29,unemployed,married,secondary,2735,yes,no,cellular,113,2,1,8,unknown,no
27,management,married,secondary,2966,yes,no,unknown,456,20,293,1,failure,yes
88,unemployed,married,tertiary,4145,no,no,unknown,279,23,324,19,failure,no
73,housemaid,divorced,primary,-2315,yes,no,cellular,101,2,283,7,unknown,no
28,entrepreneur,married,primary,-780,no,yes,unknown,77,25,270,19,unknown,no
78,blue-collar,single,primary,2889,no,yes,cellular,68,47,28,16,failure,no
55,housemaid,single,primary,-3560,no,no,unknown,112,6,43,11,other,no
34,entrepreneur,single,secondary,1010,no,no,unknown,72,43,235,6,unknown,no
71,unemployed,married,primary,4501,yes,no,unknown,113,40,350,8,failure,no
62,technician,married,secondary,5986,no,yes,cellular,154,29,94,12,unknown,no
42,admin,married,tertiary,3352,no,no,cellular,32,9,34,15,other,no
48,blue-collar,single,tertiary,2609,no,no,cellular,287,9,375,14,unknown,no
82,entrepreneur,married,tertiary,4261,no,no,cellular,21,14,72,1,unknown,no
56,retired,married,tertiary,2677,yes,no,cellular,93,45,180,14,unknown,no
37,management,single,tertiary,3371,yes,no,unknown,32,15,180,11,unknown,no
90,management,married,tertiary,7093,no,no,cellular,65,46,6,11,failure,no
60,retired,divorced,secondary,1580,no,no,telephone,110,16,268,10,success,yes
83,technician,married,tertiary,714,no,no,cellular,248,48,83,8,unknown,no
18,admin,married,tertiary,5404,no,no,cellular,177,45,242,2,failure,no
72,management,divorced,tertiary,1047,yes,no,cellular,80,44,188,1,unknown,no
68,retired,single,tertiary,2873,no,no,unknown,160,9,366,19,unknown,no
22,retired,single,secondary,3768,yes,no,unknown,63,28,221,3,unknown,no
29,unemployed,married,secondary,-1979,no,no,cellular,328,4,40,15,unknown,no
31,student,married,secondary,1338,yes,no,cellular,118,40,218,14,unknown,no
77,housemaid,married,secondary,-133,no,no,cellular,227,12,221,14,unknown,no
57,student,single,tertiary,270,no,no,unknown,67,22,168,10,unknown,no
26,student,married,tertiary,3962,yes,yes,unknown,203,1,151,9,failure,no
59,retired,single,secondary,-2040,yes,no,unknown,470,44,285,4,unknown,no
59,technician,married,secondary,608,yes,no,cellular,20,40,384,16,unknown,no
50,technician,married,secondary,2226,yes,no,cellular,160,4,279,14,unknown,no
42,retired,single,secondary,1157,yes,no,cellular,125,42,275,9,unknown,no
26,blue-collar,single,secondary,2503,yes,no,cellular,140,33,255,14,unknown,no
61,management,single,secondary,3122,yes,no,cellular,38,20,135,10,unknown,no
75,admin,married,secondary,3379,yes,no,cellular,4,35,208,16,unknown,no
42,unemployed,married,tertiary,4730,yes,no,cellular,13,47,94,11,unknown,no
49,housemaid,single,tertiary,8483,no,no,cellular,60,2,195,9,unknown,no
39,admin,divorced,secondary,4173,yes,no,cellular,346,10,353,15,unknown,yes
72,entrepreneur,single,secondary,1280,yes,no,cellular,295,8,32,10,unknown,no
78,blue-collar,married,tertiary,2796,yes,no,cellular,969,14,220,4,unknown,yes
74,unemployed,married,secondary,448,yes,no,cellular,242,27,115,13,unknown,no
94,student,single,tertiary,4746,no,no,telephone,77,13,59,9,success,yes
78,retired,married,primary,2288,yes,no,cellular,450,13,82,16,unknown,yes
84,housemaid,married,tertiary,6248,no,no,unknown,281,29,333,12,unknown,no
92,housemaid,married,secondary,417,no,yes,unknown,216,8,344,18,unknown,no
19,student,divorced,tertiary,604,yes,no,cellular,138,24,384,17,failure,no
74,technician,married,secondary,803,yes,no,telephone,227,5,254,17,unknown,no
90,housemaid,single,tertiary,-110,no,no,cellular,573,28,378,3,unknown,no
50,student,married,primary,3107,no,no,cellular,356,2,237,6,unknown,yes
80,entrepreneur,married,secondary,2191,no,yes,cellular,38,21,387,17,unknown,no
33,unemployed,married,tertiary,2452,yes,yes,cellular,18,38,98,12,unknown,no
18,entrepreneur,single,secondary,-4534,no,no,cellular,3,27,177,6,failure,no
81,entrepreneur,divorced,tertiary,-1528,no,yes,cellular,224,8,243,11,unknown,no
86,blue-collar,married,tertiary,1187,yes,no,cellular,58,12,118,16,other,no
34,entrepreneur,single,primary,1783,no,no,unknown,227,10,102,7,unknown,no
57,technician,divorced,secondary,6261,no,no,unknown,36,7,224,2,unknown,no
18,blue-collar,married,tertiary,-1441,yes,no,cellular,103,41,271,12,unknown,no
30,admin,married,tertiary,-1966,no,no,unknown,2,10,236,6,unknown,no
35,management,single,secondary,-1764,yes,no,cellular,20,29,34,5,unknown,no
85,technician,divorced,secondary,1737,no,no,cellular,15,25,203,2,unknown,no
31,retired,married,secondary,3590,no,no,telephone,281,26,355,17,unknown,no
22,blue-collar,single,tertiary,-256,yes,yes,unknown,422,26,370,3,unknown,no
79,unemployed,married,secondary,1897,no,yes,cellular,34,6,301,15,unknown,no
50,housemaid,single,secondary,-2138,yes,no,telephone,133,22,70,16,unknown,no
43,entrepreneur,divorced,tertiary,-2401,yes,yes,cellular,29,39,131,9,unknown,no
78,housemaid,divorced,tertiary,66,yes,yes,unknown,271,12,75,12,unknown,no
85,entrepreneur,divorced,secondary,3995,no,no,unknown,309,7,326,2,unknown,yes
47,technician,married,secondary,-681,no,no,unknown,276,26,173,12,unknown,no
79,admin,single,tertiary,880,no,no,cellular,52,13,334,1,unknown,no
79,admin,single,tertiary,-1379,yes,no,unknown,74,18,325,16,unknown,no
87,unemployed,married,tertiary,-1805,yes,yes,cellular,42,5,235,16,success,yes
74,student,married,secondary,2777,yes,no,cellular,0,31,259,7,unknown,no
53,unemployed,married,secondary,-308,yes,no,unknown,12,17,390,10,unknown,no
24,entrepreneur,single,primary,-2787,no,no,cellular,772,15,355,2,unknown,no
82,entrepreneur,single,tertiary,-2939,yes,no,cellular,439,34,326,17,unknown,no
91,blue-collar,single,tertiary,4437,yes,yes,cellular,14,22,165,6,other,no
94,blue-collar,single,secondary,-3598,yes,no,unknown,111,5,35,5,unknown,no
58,unemployed,married,secondary,4804,no,no,cellular,660,16,361,3,unknown,yes
49,blue-collar,married,primary,3357,no,no,telephone,10,33,22,8,unknown,no
31,housemaid,married,secondary,103,no,no,unknown,198,41,219,8,unknown,no
50,housemaid,married,tertiary,3595,no,no,cellular,20,4,27,2,unknown,no
47,unemployed,married,tertiary,815,yes,no,cellular,76,33,32,16,unknown,no
90,entrepreneur,married,secondary,2666,no,yes,cellular,8,28,213,3,unknown,no
23,blue-collar,married,secondary,-4216,yes,no,cellular,164,11,38,9,unknown,no
27,entrepreneur,married,tertiary,1861,yes,no,unknown,218,5,21,12,unknown,no
92,unemployed,married,secondary,337,no,no,unknown,7,42,188,16,unknown,no
37,management,single,primary,-71,yes,no,cellular,126,41,343,17,success,yes
29,management,single,tertiary,4106,no,no,cellular,63,7,186,4,failure,no
39,student,married,secondary,7767,no,no,cellular,222,24,207,15,unknown,no
93,admin,married,tertiary,5331,no,no,cellular,128,44,241,16,unknown,no
31,management,divorced,secondary,4924,yes,no,cellular,3,4,109,17,other,no
65,unemployed,single,secondary,-1072,yes,no,telephone,55,12,60,15,success,yes
71,retired,married,secondary,3431,no,no,cellular,120,4,140,3,failure,no
53,technician,married,secondary,271,no,no,cellular,18,25,206,18,other,no
78,technician,married,tertiary,0,yes,no,cellular,390,3,224,15,unknown,no
72,admin,single,secondary,7900,no,no,cellular,408,17,214,12,unknown,yes
31,technician,married,secondary,-4598,no,no,cellular,21,26,361,3,unknown,no
19,retired,married,primary,2871,yes,no,cellular,386,9,305,1,unknown,yes
19,housemaid,married,tertiary,2668,yes,no,cellular,152,46,196,10,unknown,no
78,entrepreneur,married,tertiary,3942,no,no,cellular,361,13,166,11,unknown,yes
23,management,married,secondary,3869,yes,no,cellular,177,5,168,13,unknown,no
42,management,single,secondary,2964,yes,no,unknown,447,47,376,11,other,yes
84,student,single,primary,2668,no,no,unknown,110,5,196,10,unknown,no
40,unemployed,married,secondary,-898,yes,no,unknown,1135,12,58,3,unknown,no
90,admin,single,secondary,1612,no,no,cellular,350,28,188,9,unknown,yes
45,unemployed,married,tertiary,3961,no,no,cellular,178,10,177,12,unknown,no
42,entrepreneur,married,secondary,-596,no,no,cellular,89,1,235,1,unknown,no
82,retired,single,secondary,2556,no,no,telephone,172,35,182,7,other,no
83,retired,married,secondary,3996,no,yes,cellular,234,28,387,1,unknown,no
60,housemaid,married,primary,449,yes,no,cellular,75,2,271,7,unknown,no
57,blue-collar,married,secondary,6127,no,no,telephone,140,23,202,19,unknown,no
40,management,married,secondary,3150,no,no,cellular,397,5,154,6,failure,yes
66,entrepreneur,single,secondary,-3327,yes,no,unknown,547,33,118,16,failure,no
25,housemaid,single,secondary,1709,no,no,cellular,173,31,86,6,unknown,no
24,retired,married,primary,-921,yes,no,cellular,29,15,12,9,unknown,no
38,student,married,tertiary,-1648,no,yes,unknown,262,1,121,5,unknown,no
52,blue-collar,single,tertiary,-1452,no,no,cellular,51,29,324,4,unknown,no
78,entrepreneur,married,secondary,7174,yes,no,cellular,12,24,54,6,unknown,no
91,student,married,secondary,-974,yes,no,unknown,83,9,201,12,success,yes
85,management,single,secondary,983,yes,no,unknown,56,35,206,0,unknown,no
47,housemaid,single,tertiary,2408,yes,no,cellular,130,16,78,1,unknown,no
85,housemaid,married,tertiary,-692,no,no,unknown,0,8,315,13,unknown,no
26,unemployed,married,tertiary,-1057,no,no,cellular,204,8,214,12,unknown,no
34,unemployed,married,secondary,-449,no,no,telephone,104,23,313,19,unknown,no
60,student,single,secondary,-326,yes,no,cellular,54,47,319,10,other,no
74,admin,single,secondary,3020,no,no,telephone,56,44,161,2,unknown,no
30,admin,single,primary,-1144,no,no,cellular,7,17,131,8,unknown,no
74,entrepreneur,married,secondary,6042,yes,no,cellular,45,27,76,1,other,no
43,entrepreneur,single,secondary,778,no,no,cellular,22,29,328,9,unknown,no
78,student,married,tertiary,6303,no,no,cellular,103,11,68,14,unknown,no
79,blue-collar,single,tertiary,1235,no,no,unknown,122,23,395,16,other,no
36,technician,divorced,primary,-3048,yes,no,cellular,312,4,225,5,unknown,no
47,admin,single,primary,-479,yes,no,cellular,150,17,179,10,unknown,no
30,technician,married,secondary,3031,yes,no,cellular,159,11,263,2,unknown,no
66,unemployed,divorced,secondary,-1712,no,no,cellular,18,8,271,6,unknown,no
68,management,married,tertiary,1303,no,yes,unknown,77,26,147,11,unknown,no
26,housemaid,married,tertiary,2476,yes,no,cellular,286,49,327,14,other,no
46,retired,married,tertiary,2555,no,no,telephone,157,8,284,7,unknown,no
25,retired,divorced,secondary,3142,no,no,cellular,84,8,274,14,unknown,no
93,technician,married,secondary,2133,yes,no,cellular,101,7,216,1,other,no
32,technician,married,tertiary,-1599,no,no,cellular,22,34,36,12,unknown,no
86,admin,married,tertiary,601,yes,yes,cellular,4,32,66,11,unknown,no
51,unemployed,married,secondary,1459,no,no,unknown,28,13,126,4,unknown,no
69,admin,married,secondary,2762,yes,no,cellular,63,36,146,9,unknown,no
67,entrepreneur,divorced,secondary,-782,no,no,unknown,59,18,51,4,unknown,no
84,student,married,tertiary,1299,yes,no,cellular,218,13,62,6,unknown,no
22,management,single,tertiary,7185,no,no,cellular,31,30,353,14,unknown,no
26,retired,married,secondary,4224,no,no,unknown,256,1,390,3,unknown,no
22,technician,married,tertiary,4077,no,no,cellular,222,35,54,15,unknown,no
44,housemaid,married,tertiary,1249,yes,no,cellular,29,3,8,14,unknown,no
64,housemaid,single,secondary,1992,yes,no,cellular,194,30,7,12,other,no
79,technician,married,secondary,1472,yes,no,cellular,71,48,210,12,unknown,no
62,entrepreneur,single,tertiary,2872,yes,yes,unknown,20,25,100,1,unknown,no
83,retired,married,secondary,-2291,yes,no,cellular,175,33,46,15,unknown,no
40,housemaid,single,tertiary,-975,yes,yes,cellular,283,16,279,5,unknown,no
78,retired,single,secondary,-2804,yes,no,cellular,590,49,321,8,unknown,no
60,housemaid,married,secondary,3671,no,no,unknown,143,3,28,12,unknown,no
52,blue-collar,married,secondary,3612,yes,yes,cellular,150,47,395,4,unknown,no
47,entrepreneur,single,secondary,-529,no,no,cellular,111,29,48,4,unknown,no
84,technician,single,tertiary,-695,no,no,unknown,66,14,111,16,unknown,no
27,admin,married,secondary,3629,yes,no,cellular,27,43,196,18,unknown,no
73,retired,single,secondary,3558,yes,no,unknown,64,45,320,17,unknown,no
51,unemployed,divorced,secondary,6311,yes,yes,cellular,73,5,76,14,failure,no
82,admin,married,secondary,-1053,yes,no,unknown,239,44,102,4,unknown,no
23,housemaid,married,tertiary,1079,yes,no,unknown,24,17,7,15,unknown,no
87,student,married,tertiary,1799,yes,no,cellular,37,29,122,0,unknown,no
60,retired,married,tertiary,3125,yes,no,cellular,644,21,309,2,unknown,yes
33,retired,married,primary,4333,no,no,unknown,13,6,274,16,unknown,no
80,unemployed,single,secondary,1065,no,yes,cellular,476,24,237,10,failure,yes
82,technician,single,tertiary,2083,yes,no,cellular,28,49,9,6,unknown,no
22,management,married,tertiary,478,no,yes,telephone,138,28,176,16,unknown,no
42,blue-collar,married,tertiary,-2910,yes,no,telephone,90,17,305,7,failure,no
44,entrepreneur,single,primary,-1122,no,no,cellular,91,42,353,18,unknown,no
59,entrepreneur,single,secondary,14,yes,no,unknown,217,22,73,1,unknown,no
72,housemaid,married,tertiary,3108,no,no,unknown,192,24,17,4,failure,no
43,blue-collar,married,primary,-4911,no,no,unknown,515,40,9,18,unknown,no
33,technician,single,primary,3157,yes,no,cellular,228,18,65,13,unknown,no
45,technician,divorced,secondary,3174,no,no,cellular,168,28,8,7,unknown,no
47,technician,married,primary,48,yes,yes,unknown,34,10,126,17,failure,no
94,management,divorced,primary,7152,no,yes,cellular,116,1,239,2,unknown,no
62,retired,divorced,secondary,2186,yes,no,cellular,123,37,37,2,unknown,no
36,retired,single,secondary,2147,no,yes,unknown,183,26,134,15,unknown,no
30,student,single,secondary,934,yes,no,cellular,82,26,258,5,unknown,no
92,admin,married,secondary,-4078,yes,no,cellular,28,33,153,16,unknown,no
40,entrepreneur,married,secondary,-535,no,no,cellular,379,9,390,4,unknown,no
31,entrepreneur,married,secondary,-959,yes,no,cellular,5,18,115,14,unknown,no
91,student,married,tertiary,3408,no,no,unknown,26,5,39,0,other,no
40,retired,married,tertiary,-162,no,no,cellular,109,22,88,0,unknown,no
57,unemployed,single,secondary,2329,yes,no,cellular,395,10,356,11,success,yes
81,unemployed,divorced,secondary,-3453,yes,no,cellular,19,14,98,19,unknown,no
76,unemployed,married,primary,5528,no,no,cellular,240,12,173,3,other,no
37,housemaid,single,tertiary,3574,no,no,unknown,60,32,282,10,unknown,no
49,entrepreneur,single,primary,1348,yes,no,cellular,14,39,226,9,failure,no
41,housemaid,single,primary,-29,no,no,cellular,405,45,117,7,unknown,no
63,entrepreneur,single,secondary,3930,no,no,cellular,646,36,70,15,other,yes
35,student,married,secondary,-133,yes,no,cellular,25,47,165,11,unknown,no
65,entrepreneur,divorced,secondary,-156,no,no,unknown,407,15,147,2,unknown,no
31,admin,married,primary,733,no,no,cellular,187,33,214,12,unknown,no
71,technician,divorced,primary,5826,no,no,cellular,40,16,369,9,success,yes
38,retired,married,tertiary,-466,yes,yes,unknown,200,4,341,19,unknown,no
22,management,single,secondary,3470,yes,no,cellular,300,3,148,2,unknown,no
48,technician,single,primary,-892,yes,no,cellular,122,26,233,18,unknown,no
84,technician,married,secondary,-4926,yes,no,cellular,432,37,68,10,failure,no
76,entrepreneur,single,secondary,2609,yes,no,unknown,135,34,167,10,unknown,no
61,entrepreneur,single,tertiary,-1183,yes,no,cellular,36,42,239,9,unknown,no
81,student,married,secondary,531,yes,no,telephone,222,9,234,13,unknown,no
59,entrepreneur,married,secondary,3952,yes,no,cellular,203,44,53,16,unknown,no
55,unemployed,married,primary,-1314,yes,no,cellular,184,14,32,19,unknown,no
24,technician,single,secondary,173,no,no,cellular,381,47,192,16,unknown,no
76,technician,single,secondary,3357,no,no,cellular,135,33,355,4,unknown,no
86,unemployed,married,secondary,47,yes,yes,unknown,219,48,335,18,unknown,no
87,technician,married,secondary,1685,yes,no,cellular,556,38,210,7,unknown,yes
66,housemaid,married,tertiary,982,no,no,unknown,26,5,68,8,unknown,no
28,student,married,tertiary,990,no,no,cellular,87,47,150,16,unknown,no
19,retired,married,secondary,796,no,no,unknown,44,28,53,15,unknown,no
44,admin,married,tertiary,2767,no,no,cellular,70,33,258,11,failure,no
33,management,married,primary,-4321,yes,no,cellular,128,17,305,12,failure,no
81,blue-collar,married,secondary,619,no,no,cellular,336,21,273,15,unknown,no
83,unemployed,single,primary,-945,no,yes,cellular,91,7,258,11,unknown,no
66,entrepreneur,married,tertiary,3466,yes,no,unknown,146,40,361,3,unknown,no
33,student,single,secondary,5009,no,no,cellular,301,35,114,6,unknown,yes
